,state,death,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,negative,negativeIncrease,positive,positiveCasesViral,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease,totalTestsPeopleViralIncrease,totalTestsViralIncrease
5660,AZ,3694.0,68,2302.0,88,759733.0,17265,174010.0,137710.0,3212,22714.0,933743.0,20477,20477,0
5662,CO,1691.0,3,350.0,15,480142.0,6266,46204.0,43032.0,408,5309.0,678823.0,10578,6672,0
5663,CT,4432.0,1,69.0,0,744186.0,15128,49810.0,47854.0,140,8613.0,793996.0,15268,0,15265
5665,DE,585.0,4,46.0,0,166259.0,2085,14788.0,13791.0,99,8179.0,247893.0,1834,2184,0
5668,GU,5.0,0,2.0,0,21526.0,338,356.0,348.0,2,304.0,21882.0,340,340,340
5670,IA,867.0,10,225.0,0,429830.0,4770,44582.0,44582.0,544,32578.0,474412.0,5314,5316,0
5671,ID,177.0,4,236.0,27,158864.0,3024,20246.0,19020.0,567,6744.0,177884.0,3541,3541,0
5675,KY,735.0,4,597.0,10,557672.0,7752,30151.0,28404.0,765,7481.0,586076.0,8440,0,8440
5676,LA,3949.0,24,1546.0,0,1225963.0,23054,116280.0,116280.0,1799,74246.0,1342243.0,24853,24853,0
5677,MA,8609.0,14,347.0,15,1070818.0,18764,117612.0,109787.0,514,97595.0,1602496.0,21526,19151,21526
5678,MD,3493.0,5,590.0,93,822845.0,16057,88346.0,88346.0,1169,5689.0,1209223.0,28632,17226,28632
5679,ME,123.0,1,12.0,2,163255.0,2336,3912.0,3499.0,24,3361.0,167167.0,2360,0,2358
5680,MI,6450.0,7,727.0,0,1753873.0,30476,90574.0,81621.0,793,57502.0,1844447.0,31269,0,31572
5684,MS,1663.0,52,1229.0,63,395758.0,3456,58747.0,57912.0,1168,35071.0,454505.0,4624,0,4598
5685,MT,60.0,5,71.0,9,166005.0,1203,3965.0,3965.0,151,2331.0,169970.0,1354,0,1354
5686,NC,1924.0,21,1229.0,0,1634954.0,30224,122148.0,122148.0,1954,92302.0,1757102.0,32178,0,32178
5687,ND,95.0,0,47.0,8,147495.0,1935,6461.0,6461.0,167,5289.0,301509.0,5031,1981,5237
5688,NE,328.0,4,150.0,0,245190.0,3719,25766.0,25766.0,344,18997.0,347418.0,5885,4068,5885
5689,NH,415.0,4,21.0,2,151765.0,881,6544.0,6544.0,31,5722.0,234028.0,2534,912,2534
5690,NJ,15719.0,11,695.0,0,1914669.0,36075,181660.0,181660.0,690,32475.0,2096329.0,36765,0,36765
5691,NM,635.0,3,156.0,24,531249.0,6774,20388.0,20388.0,252,8015.0,551637.0,7026,0,7026
5692,NV,830.0,29,1159.0,0,421815.0,4994,48088.0,48088.0,1264,1127.0,642189.0,7751,6082,9443
5693,NY,25150.0,5,576.0,0,5474223.0,68225,415014.0,415014.0,644,73055.0,5889237.0,68869,0,0
5694,OH,3489.0,47,1024.0,112,1377175.0,20329,91159.0,86333.0,1533,65788.0,1468334.0,21862,0,21800
5695,OK,541.0,5,621.0,57,589091.0,9815,36487.0,36487.0,747,29187.0,625578.0,10562,0,10902
5696,OR,322.0,6,208.0,20,385701.0,5193,18492.0,17540.0,361,3872.0,404193.0,5554,5536,0
5697,PA,7189.0,13,522.0,0,1104824.0,15965,112048.0,108907.0,970,84036.0,1216872.0,16935,16914,0
5699,RI,1007.0,0,76.0,9,186994.0,1425,19022.0,19022.0,72,1823.0,364126.0,4031,1497,4119
5700,SC,1712.0,45,1516.0,0,603819.0,0,89016.0,88523.0,1444,32859.0,692835.0,1444,0,0
5702,TN,1060.0,27,1494.0,89,1407446.0,29505,105959.0,104778.0,3088,66357.0,1513405.0,32593,0,32555
5703,TX,6569.0,295,9336.0,0,3248806.0,51439,420946.0,420946.0,8839,273191.0,3669752.0,60278,0,60278
5704,UT,304.0,4,258.0,31,490072.0,3988,40196.0,40196.0,500,28130.0,640348.0,6368,4470,6368
5705,VA,2174.0,33,1334.0,186,1020859.0,14790,89888.0,86501.0,984,11937.0,1107360.0,15745,0,0
5707,VT,57.0,0,16.0,0,92954.0,1077,1414.0,1414.0,7,1211.0,118674.0,1620,1084,1620
5709,WI,941.0,15,308.0,47,882149.0,14547,56934.0,52940.0,855,42317.0,1247008.0,20018,15379,0
5710,WV,116.0,1,108.0,0,277346.0,6287,6642.0,6502.0,220,4815.0,283988.0,6507,0,6505
5711,WY,26.0,0,18.0,0,50573.0,618,2726.0,2254.0,40,2123.0,53299.0,658,655,876
5712,AK,23.0,1,45.0,0,221498.0,1276,3559.0,3559.0,117,885.0,225057.0,1393,0,1393
5713,AL,1565.0,27,1512.0,177,594346.0,9853,85762.0,83495.0,1980,35401.0,677841.0,11776,0,11776
5714,AR,442.0,8,508.0,0,460958.0,6321,41759.0,41759.0,791,34737.0,502717.0,7112,0,7112
5716,AZ,3626.0,172,2348.0,1112,742468.0,9312,170798.0,137710.0,2525,22358.0,913266.0,11837,11837,0
5718,CO,1688.0,9,341.0,79,473876.0,7013,45796.0,42626.0,482,5277.0,668245.0,11940,7490,0
5719,CT,4431.0,6,66.0,95,729058.0,12822,49670.0,47717.0,130,8613.0,778728.0,12952,0,12958
5721,DE,581.0,0,69.0,0,164174.0,1760,14689.0,13692.0,87,8140.0,246059.0,1695,1847,0
5724,GU,5.0,0,2.0,0,21188.0,210,354.0,346.0,3,297.0,21542.0,213,750,213
5726,IA,857.0,11,237.0,0,425060.0,5625,44038.0,44038.0,761,31835.0,469098.0,6386,6489,0
5727,ID,173.0,13,236.0,25,155840.0,2020,19679.0,18503.0,457,6472.0,174343.0,2451,2451,0
5731,KY,731.0,7,587.0,23,549920.0,10306,29386.0,27716.0,659,7590.0,577636.0,10849,0,10849
5732,LA,3925.0,42,1524.0,0,1202909.0,20551,114481.0,114481.0,1708,74246.0,1317390.0,22259,22259,0
5733,MA,8595.0,15,367.0,17,1052054.0,11920,117098.0,109400.0,414,97595.0,1580970.0,22921,12224,22921
5734,MD,3488.0,10,585.0,52,806788.0,14114,87177.0,87177.0,892,5592.0,1180591.0,25689,15006,25689
5735,ME,122.0,1,11.0,1,160919.0,2708,3888.0,3477.0,22,3345.0,164807.0,2730,0,2728
5736,MI,6443.0,21,727.0,0,1723397.0,19138,89781.0,80887.0,807,57502.0,1813178.0,19945,0,16779
5737,MN,1634.0,5,298.0,35,954190.0,14046,53692.0,53692.0,745,46965.0,1007882.0,14791,820817,0
5740,MS,1611.0,48,1245.0,61,392302.0,4802,57579.0,56770.0,1775,35071.0,449881.0,6577,0,6526
5741,MT,55.0,1,69.0,10,164802.0,3123,3814.0,3814.0,138,2240.0,168616.0,3261,0,3261
5742,NC,1903.0,38,1239.0,0,1604730.0,31146,120194.0,120194.0,2344,92302.0,1724924.0,33490,0,33490
5743,ND,95.0,3,43.0,5,145560.0,704,6294.0,6294.0,73,5181.0,296478.0,3864,818,3962
5744,NE,324.0,3,137.0,4,241471.0,2595,25422.0,25422.0,265,18802.0,341533.0,3523,2864,3523
5745,NH,411.0,2,22.0,0,150884.0,1301,6513.0,6513.0,13,5710.0,231494.0,3142,1314,3142
5746,NJ,15708.0,11,759.0,244,1878594.0,16678,180970.0,180970.0,204,32423.0,2059564.0,16882,0,16882
5747,NM,632.0,6,158.0,29,524475.0,7413,20136.0,20136.0,345,7817.0,544611.0,7758,0,7758
5748,NV,801.0,21,1145.0,0,416821.0,5242,46824.0,46824.0,1018,1085.0,634438.0,8595,6283,10493
5749,NY,25145.0,13,586.0,0,5405998.0,72769,414370.0,414370.0,777,72973.0,5820368.0,73546,0,0
5750,OH,3442.0,20,1049.0,125,1356846.0,23902,89626.0,84862.0,1733,64311.0,1446472.0,25635,0,25551
5751,OK,536.0,13,647.0,63,579276.0,7386,35740.0,35740.0,1117,28411.0,615016.0,8503,0,8431
5752,OR,316.0,5,229.0,19,380508.0,4074,18131.0,17197.0,410,3835.0,398639.0,4484,4456,0
5753,PA,7176.0,14,756.0,0,1088859.0,14996,111078.0,107958.0,860,83308.0,1199937.0,15856,15816,0
5755,RI,1007.0,0,77.0,7,185569.0,1904,18950.0,18950.0,150,1813.0,360095.0,4899,2054,4761
5756,SC,1667.0,52,1563.0,0,603819.0,8675,87572.0,87117.0,1726,32859.0,691391.0,10401,0,10369
5758,TN,1033.0,13,1493.0,90,1377941.0,22524,102871.0,101728.0,2049,64234.0,1480812.0,24573,0,24549
5759,TX,6274.0,84,9296.0,0,3197367.0,61306,412107.0,412107.0,8800,260542.0,3609474.0,70106,0,70106
5760,UT,300.0,8,238.0,22,486084.0,4524,39696.0,39696.0,502,27261.0,633980.0,7269,5111,7269
5761,VA,2141.0,16,1357.0,85,1006069.0,17306,88904.0,85546.0,911,11728.0,1091615.0,18152,0,0
5763,VT,57.0,1,18.0,0,91877.0,822,1407.0,1407.0,1,1207.0,117054.0,1215,823,1215
5765,WI,926.0,8,341.0,51,867602.0,16211,56079.0,52108.0,1091,41319.0,1226990.0,24201,17270,0
5766,WV,115.0,3,102.0,0,271059.0,3258,6422.0,6284.0,96,4703.0,277481.0,3354,0,3355
5767,WY,26.0,0,18.0,1,49955.0,571,2686.0,2217.0,58,2065.0,52641.0,629,616,1167
5768,AK,22.0,0,45.0,0,220222.0,9697,3442.0,3442.0,92,854.0,223664.0,9789,0,9789
5769,AL,1538.0,47,1605.0,0,584493.0,1460,83782.0,81572.0,1416,32510.0,666065.0,2723,0,2723
5770,AR,434.0,6,508.0,61,454637.0,4912,40968.0,40968.0,787,33938.0,495605.0,5699,0,5699
5772,AZ,3454.0,46,2424.0,666,733156.0,8159,168273.0,137710.0,2339,21994.0,901429.0,10498,10498,0
5774,CO,1679.0,11,353.0,48,466863.0,10998,45314.0,42149.0,749,5243.0,656305.0,17337,11747,0
5775,CT,4425.0,2,53.0,0,716236.0,12625,49540.0,47581.0,463,8516.0,765776.0,13088,0,13117
5777,DE,581.0,1,68.0,0,162414.0,2267,14602.0,13606.0,126,8108.0,244364.0,3096,2393,0
5780,GU,5.0,0,4.0,0,20978.0,535,351.0,343.0,2,297.0,21329.0,537,0,547
5782,IA,846.0,7,246.0,0,419435.0,4777,43277.0,43277.0,500,31246.0,462712.0,5277,5291,0
5783,ID,160.0,8,209.0,33,153820.0,1797,19222.0,18072.0,528,6203.0,171892.0,2304,2304,0
5787,KY,724.0,5,571.0,2,539614.0,10027,28727.0,27173.0,601,7495.0,566787.0,10544,0,10544
5788,LA,3883.0,71,1544.0,0,1182358.0,17092,112773.0,112773.0,1735,74246.0,1295131.0,18827,18827,0
5789,MA,8580.0,29,390.0,21,1040134.0,15200,116684.0,109096.0,502,97595.0,1558049.0,22042,15556,22042
5790,MD,3478.0,20,571.0,59,792674.0,9942,86285.0,86285.0,761,5592.0,1154902.0,15747,10703,15747
5791,ME,121.0,0,11.0,1,158211.0,2949,3866.0,3457.0,28,3336.0,162077.0,2977,0,2973
5792,MI,6422.0,1,670.0,0,1704259.0,64335,88974.0,80172.0,1016,57502.0,1793233.0,65351,0,67930
5793,MN,1629.0,9,310.0,49,940144.0,12437,52947.0,52947.0,666,46636.0,993091.0,13103,0,0
5796,MS,1563.0,20,1211.0,49,387500.0,8666,55804.0,55046.0,1505,35071.0,443304.0,10171,0,10124
5797,MT,54.0,3,59.0,6,161679.0,3746,3676.0,3676.0,201,2212.0,165355.0,3947,0,3947
5798,NC,1865.0,45,1291.0,0,1573584.0,26131,117850.0,117850.0,1763,92302.0,1691434.0,27894,0,27894
5799,ND,92.0,0,39.0,8,144856.0,951,6221.0,6221.0,89,5087.0,292614.0,3299,1186,3460
5800,NE,321.0,4,122.0,19,238876.0,2672,25157.0,25157.0,258,18702.0,338010.0,5561,2930,5561
5801,NH,409.0,0,21.0,0,149583.0,0,6500.0,6500.0,0,5688.0,228352.0,2697,0,2697
5802,NJ,15697.0,18,761.0,0,1861916.0,57907,180766.0,180766.0,471,32365.0,2042682.0,58378,0,58841
5803,NM,626.0,7,160.0,24,517062.0,7674,19791.0,19791.0,289,7657.0,536853.0,7963,0,7963
5804,NV,780.0,21,1110.0,0,411579.0,5629,45806.0,45806.0,870,1061.0,625843.0,8756,6882,11059
5805,NY,25132.0,6,619.0,0,5333229.0,61561,413593.0,413593.0,715,72900.0,5746822.0,62276,0,0
5806,OH,3422.0,40,1100.0,128,1332944.0,20708,87893.0,83213.0,1396,62695.0,1420837.0,22104,0,22025
5807,OK,523.0,14,663.0,54,571890.0,16539,34623.0,34623.0,848,27386.0,606513.0,17387,0,17925
5808,OR,311.0,8,235.0,31,376434.0,6194,17721.0,16815.0,305,3736.0,394155.0,6499,6463,0
5809,PA,7162.0,16,756.0,0,1073863.0,14087,110218.0,107138.0,834,82663.0,1184081.0,14921,14894,0
5811,RI,1007.0,2,74.0,13,183665.0,1430,18800.0,18800.0,75,1810.0,355196.0,3724,1505,3686
5812,SC,1615.0,50,1596.0,0,595144.0,8923,85846.0,85423.0,1737,32859.0,680990.0,10660,0,10626
5814,TN,1020.0,42,1417.0,202,1355417.0,17950,100822.0,99703.0,1778,62129.0,1456239.0,19728,0,44724
5815,TX,6190.0,313,9595.0,0,3136061.0,53400,403307.0,403307.0,9042,251346.0,3539368.0,62442,0,62442
5816,UT,292.0,6,232.0,29,481560.0,4858,39194.0,39194.0,339,26643.0,626711.0,7075,5316,7075
5817,VA,2125.0,30,1350.0,156,988763.0,16347,87993.0,84700.0,999,11650.0,1073463.0,17315,0,0
5819,VT,56.0,0,18.0,0,91055.0,599,1406.0,1406.0,1,1199.0,115839.0,845,600,845
5821,WI,918.0,5,271.0,46,851391.0,13824,54988.0,51049.0,924,40416.0,1202789.0,21024,14694,0
5822,WV,112.0,1,98.0,0,267801.0,4130,6326.0,6187.0,153,4589.0,274127.0,4283,0,4284
5823,WY,26.0,0,16.0,3,49384.0,1193,2628.0,2172.0,39,2022.0,52012.0,1232,1229,1858
5824,AK,22.0,1,44.0,0,210525.0,6363,3350.0,3350.0,144,836.0,213875.0,6611,0,6611
5825,AL,1491.0,0,1598.0,199,583033.0,6189,82366.0,80309.0,1251,32510.0,663342.0,7369,0,7369
5826,AR,428.0,20,501.0,62,449725.0,4281,40181.0,40181.0,734,33188.0,489906.0,5015,0,5015
5828,AZ,3408.0,104,2564.0,1643,724997.0,10491,165934.0,137710.0,2107,21626.0,890931.0,12598,12598,0
5830,CO,1668.0,7,359.0,3,455865.0,2413,44565.0,41400.0,229,5212.0,638968.0,3393,2639,0
5831,CT,4423.0,5,54.0,0,703611.0,7543,49077.0,47089.0,94,8516.0,752688.0,7637,0,7638
5833,DE,580.0,1,62.0,0,160147.0,1494,14476.0,13480.0,70,8076.0,241268.0,3688,1564,0
5836,GU,5.0,0,5.0,0,20443.0,308,349.0,341.0,3,291.0,20792.0,311,311,301
5838,IA,839.0,6,253.0,0,414658.0,2367,42777.0,42777.0,223,30623.0,457435.0,2590,2707,0
5839,ID,152.0,6,209.0,9,152023.0,2206,18694.0,17565.0,517,5964.0,169588.0,2685,2685,0
5843,KY,719.0,10,584.0,3,529587.0,9738,28126.0,26656.0,525,7470.0,556243.0,10185,0,10185
5844,LA,3812.0,26,1583.0,0,1165266.0,15161,111038.0,111038.0,1121,61456.0,1276304.0,16282,16282,0
5845,MA,8551.0,15,364.0,22,1024934.0,9703,116182.0,108740.0,256,96452.0,1536007.0,25590,9881,25590
5846,MD,3458.0,11,544.0,50,782732.0,12090,85524.0,85524.0,648,5592.0,1139155.0,23944,12738,23944
5847,ME,121.0,2,12.0,1,155262.0,1653,3838.0,3433.0,6,3319.0,159100.0,1659,0,1664
5848,MI,6421.0,16,670.0,0,1639924.0,26608,87958.0,79176.0,785,57502.0,1727882.0,27393,0,27983
5849,MN,1620.0,4,294.0,67,927707.0,8784,52281.0,52281.0,478,45987.0,979988.0,9262,0,0
5852,MS,1543.0,42,1184.0,71,378834.0,4194,54299.0,53588.0,1342,35071.0,433133.0,5536,0,5496
5853,MT,51.0,4,62.0,4,157933.0,2659,3475.0,3475.0,94,2104.0,161408.0,2753,0,2753
5854,NC,1820.0,30,1244.0,0,1547453.0,26315,116087.0,116087.0,1749,92302.0,1663540.0,28064,0,28064
5855,ND,92.0,1,35.0,6,143905.0,1525,6132.0,6132.0,151,4957.0,289315.0,4001,1857,4308
5856,NE,317.0,1,117.0,17,236204.0,1995,24899.0,24899.0,281,18520.0,332449.0,3029,2278,3029
5857,NH,409.0,0,21.0,2,149583.0,2410,6500.0,6500.0,64,5688.0,225655.0,2964,2474,2964
5859,NM,619.0,5,159.0,30,509388.0,7712,19502.0,19502.0,460,7459.0,528890.0,8172,0,8172
5860,NV,759.0,20,1147.0,0,405950.0,5102,44936.0,44936.0,1105,1054.0,617087.0,8949,6112,10309
5861,NY,25126.0,9,648.0,0,5271668.0,56863,412878.0,412878.0,534,72813.0,5684546.0,57397,0,0
5862,OH,3382.0,38,1144.0,140,1312236.0,53315,86497.0,81896.0,1320,61056.0,1398733.0,54635,0,54583
5863,OK,509.0,13,596.0,115,555351.0,19723,33775.0,33775.0,1089,26363.0,589126.0,20812,0,22092
5864,OR,303.0,14,230.0,23,370240.0,4762,17416.0,16546.0,328,3736.0,387656.0,5090,5068,0
5865,PA,7146.0,24,716.0,0,1059776.0,17352,109384.0,106331.0,1120,82038.0,1169160.0,18472,18455,0
5867,RI,1005.0,1,68.0,8,182235.0,4132,18725.0,18725.0,210,1803.0,351472.0,4037,4342,6848
5868,SC,1565.0,59,1575.0,290,586221.0,9737,84109.0,83720.0,1692,32859.0,670330.0,11429,0,11386
5870,TN,978.0,0,1420.0,0,1337467.0,22504,99044.0,97966.0,2555,57239.0,1436511.0,25059,0,0
5871,TX,5877.0,164,9593.0,0,3082661.0,39702,394265.0,394265.0,8342,244449.0,3476926.0,48044,0,48044
5872,UT,286.0,5,233.0,42,476702.0,4539,38855.0,38855.0,446,25905.0,619636.0,6631,5027,6631
5873,VA,2095.0,13,1294.0,704,972416.0,19277,86994.0,83732.0,922,11550.0,1056148.0,20138,0,0
5875,VT,56.0,0,18.0,0,90456.0,1241,1405.0,1405.0,3,1194.0,114994.0,1210,1244,1210
5877,WI,913.0,13,246.0,73,837567.0,13662,54064.0,50179.0,783,39513.0,1181765.0,12190,14424,0
5878,WV,111.0,5,94.0,0,263671.0,3692,6173.0,6033.0,119,4481.0,269844.0,3811,0,3812
5879,WY,26.0,1,15.0,4,48191.0,2368,2589.0,2136.0,69,1970.0,50780.0,2437,2582,4166
5880,AK,21.0,1,38.0,0,204162.0,0,3206.0,3206.0,104,817.0,207264.0,0,0,0
5881,AL,1491.0,18,1473.0,537,576844.0,6452,81115.0,79129.0,1821,32510.0,655973.0,8230,0,8230
5882,AR,408.0,7,489.0,82,445444.0,6800,39447.0,39447.0,824,32365.0,484891.0,7624,0,7624
5886,CO,1661.0,0,365.0,7,453452.0,6845,44336.0,41174.0,547,5182.0,635575.0,11224,7391,0
5887,CT,4418.0,5,59.0,0,696068.0,31772,48983.0,46994.0,207,8516.0,745051.0,31979,0,31960
5889,DE,579.0,0,63.0,0,158653.0,2950,14406.0,13410.0,116,8035.0,237580.0,2967,3066,0
5892,GU,5.0,0,4.0,0,20135.0,440,346.0,338.0,9,291.0,20481.0,449,449,681
5894,IA,833.0,6,241.0,0,412291.0,3892,42554.0,42554.0,354,29873.0,454845.0,4246,4239,0
5895,ID,146.0,0,204.0,18,149817.0,1420,18177.0,17086.0,350,5731.0,166903.0,1771,1771,0
5899,KY,709.0,9,609.0,10,519849.0,5030,27601.0,26209.0,522,7466.0,546058.0,5849,0,5849
5900,LA,3786.0,23,1600.0,0,1150105.0,24415,109917.0,109917.0,2343,61456.0,1260022.0,26758,26758,0
5901,MA,8536.0,7,350.0,5,1015231.0,10109,115926.0,108562.0,289,96452.0,1510417.0,22023,10291,22023
5902,MD,3447.0,7,536.0,56,770642.0,15818,84876.0,84876.0,1128,5434.0,1115211.0,23395,16946,23395
5903,ME,119.0,0,13.0,2,153609.0,2105,3832.0,3422.0,18,3292.0,157441.0,2123,0,2119
5904,MI,6405.0,5,670.0,0,1613316.0,29233,87173.0,78507.0,512,57502.0,1700489.0,29745,0,30180
5905,MN,1616.0,2,257.0,41,918923.0,12702,51803.0,51803.0,650,45198.0,970726.0,13352,0,0
5908,MS,1501.0,6,1179.0,50,374640.0,3851,52957.0,52286.0,653,35071.0,427597.0,4504,0,5693
5909,MT,47.0,1,61.0,2,155274.0,6301,3381.0,3381.0,39,2090.0,158655.0,6340,0,6340
5910,NC,1790.0,5,1169.0,0,1521138.0,20466,114338.0,114338.0,1625,92302.0,1635476.0,22091,0,22091
5911,ND,91.0,0,43.0,4,142380.0,1777,5981.0,5981.0,112,4829.0,285314.0,4241,1843,4405
5912,NE,316.0,0,109.0,3,234209.0,3140,24618.0,24618.0,223,18097.0,329420.0,3841,3365,3841
5913,NH,409.0,0,20.0,0,147173.0,0,6436.0,6436.0,0,5438.0,222691.0,2375,0,2375
5914,NJ,15657.0,18,695.0,7,1804029.0,30103,179812.0,179812.0,449,32275.0,1983841.0,30552,0,30552
5915,NM,614.0,7,144.0,18,501676.0,8039,19042.0,19042.0,254,7349.0,520718.0,8293,0,8293
5916,NV,739.0,5,1112.0,0,400848.0,4760,43831.0,43831.0,997,1019.0,608138.0,2544,5800,9051
5917,NY,25117.0,11,642.0,0,5214805.0,56662,412344.0,412344.0,608,72766.0,5627149.0,57270,0,0
5918,OH,3344.0,37,1110.0,86,1258921.0,16563,85177.0,80628.0,1104,59413.0,1344098.0,17667,0,17618
5919,OK,496.0,0,625.0,37,535628.0,0,32686.0,32686.0,1401,25252.0,568314.0,1401,0,0
5920,OR,289.0,0,237.0,40,365478.0,3761,17088.0,16240.0,330,3684.0,382566.0,4091,15982,0
5921,PA,7122.0,4,704.0,0,1042424.0,13648,108264.0,105228.0,839,81198.0,1150688.0,14487,14475,0
5923,RI,1004.0,2,71.0,28,178103.0,6299,18515.0,18515.0,291,1792.0,347435.0,3001,6590,16096
5924,SC,1506.0,15,1668.0,0,576484.0,9870,82417.0,82071.0,1218,29378.0,658901.0,11088,0,11085
5926,TN,978.0,11,1328.0,36,1314963.0,26047,96489.0,95433.0,2553,57239.0,1411452.0,28600,0,28537
5927,TX,5713.0,675,10893.0,0,3042959.0,54640,385923.0,385923.0,4267,229107.0,3428882.0,58907,0,58907
5928,UT,281.0,7,225.0,19,472163.0,3717,38409.0,38409.0,436,25321.0,613005.0,5629,4117,5629
5929,VA,2082.0,4,1200.0,84,953139.0,9466,86072.0,82871.0,1505,10940.0,1036010.0,10944,0,0
5931,VT,56.0,0,13.0,0,89215.0,806,1402.0,1402.0,2,1190.0,113784.0,1143,808,1143
5933,WI,900.0,1,250.0,26,823905.0,6356,53281.0,49417.0,601,38633.0,1169575.0,14956,6946,0
5934,WV,106.0,3,85.0,0,259979.0,4213,6054.0,5913.0,94,4332.0,266033.0,4307,0,4301
5935,WY,25.0,0,17.0,0,45823.0,0,2520.0,2072.0,45,1915.0,48343.0,45,0,0
5936,AK,20.0,0,43.0,0,204162.0,1964,3102.0,3102.0,234,817.0,207264.0,2198,0,2198
5937,AL,1473.0,17,1512.0,0,570392.0,6911,79294.0,77351.0,1164,32510.0,647743.0,7948,0,7948
5938,AR,401.0,7,479.0,181,438644.0,14429,38623.0,38623.0,1374,31622.0,477267.0,15803,0,15803
5940,AZ,3305.0,19,2650.0,79,705089.0,7521,162014.0,137710.0,1973,20978.0,867103.0,9494,9494,0
5942,CO,1661.0,0,338.0,34,446607.0,9843,43789.0,40628.0,809,5158.0,624351.0,16281,10649,0
5943,CT,4413.0,0,71.0,0,664296.0,0,48776.0,46806.0,0,8516.0,713072.0,0,0,0
5945,DE,579.0,0,57.0,0,155703.0,2956,14290.0,13294.0,115,7996.0,234613.0,2579,3071,0
5948,GU,5.0,0,1.0,0,19695.0,0,337.0,329.0,0,244.0,20032.0,0,0,0
5950,IA,827.0,1,226.0,0,408399.0,3807,42200.0,42200.0,529,29625.0,450599.0,4336,4357,0
5951,ID,146.0,2,204.0,14,148397.0,2221,17827.0,16735.0,563,5483.0,165132.0,2748,2748,0
5955,KY,700.0,4,595.0,0,514819.0,0,27079.0,25699.0,315,7421.0,540209.0,0,0,0
5956,LA,3763.0,48,1557.0,0,1125690.0,29698,107574.0,107574.0,3840,61456.0,1233264.0,33538,33538,0
5957,MA,8529.0,19,364.0,15,1005122.0,9507,115637.0,108380.0,369,96452.0,1488394.0,7350,9780,7350
5958,MD,3440.0,7,540.0,95,754824.0,12552,83748.0,83748.0,694,5434.0,1091816.0,22041,13246,22041
5959,ME,119.0,0,14.0,2,151504.0,1921,3814.0,3408.0,24,3284.0,155318.0,1945,0,1942
5960,MI,6400.0,0,680.0,0,1584083.0,54509,86661.0,78019.0,1589,57502.0,1670744.0,56098,0,56695
5961,MN,1614.0,3,273.0,31,906221.0,15816,51153.0,51153.0,862,44431.0,957374.0,16678,0,0
5964,MS,1495.0,15,1172.0,0,370789.0,0,52304.0,51639.0,1207,30315.0,423093.0,1207,0,0
5965,MT,46.0,0,62.0,4,148973.0,1218,3342.0,3342.0,82,2079.0,152315.0,1300,0,1300
5966,NC,1785.0,7,1170.0,0,1500672.0,32722,112713.0,112713.0,1621,78707.0,1613385.0,34343,0,34343
5967,ND,91.0,0,42.0,5,140603.0,2079,5869.0,5869.0,140,4752.0,281073.0,4524,2190,4725
5968,NE,316.0,0,103.0,19,231069.0,2638,24395.0,24395.0,221,18097.0,325579.0,3583,2859,3583
5969,NH,409.0,0,20.0,2,147173.0,1298,6436.0,6436.0,21,5438.0,220316.0,2134,1319,2134
5970,NJ,15639.0,12,725.0,0,1773926.0,64627,179363.0,179363.0,505,32133.0,1953289.0,65132,0,65645
5971,NM,607.0,6,148.0,17,493637.0,6935,18788.0,18788.0,313,7268.0,512425.0,7248,0,7248
5972,NV,734.0,2,1147.0,0,396088.0,7383,42834.0,42834.0,1018,994.0,605594.0,5465,8761,13895
5973,NY,25106.0,3,637.0,0,5158143.0,53032,411736.0,411736.0,536,72716.0,5569879.0,53568,0,0
5974,OH,3307.0,10,1075.0,54,1242358.0,31720,84073.0,79573.0,889,58465.0,1326431.0,32609,0,32558
5975,OK,496.0,0,625.0,67,535628.0,0,31285.0,31285.0,1204,24698.0,566913.0,1204,0,0
5976,OR,289.0,3,233.0,0,361717.0,4199,16758.0,15273.0,266,3541.0,378475.0,4465,0,0
5977,PA,7118.0,4,707.0,0,1028776.0,12071,107425.0,104401.0,800,80568.0,1136201.0,12871,12840,0
5979,RI,1002.0,0,66.0,0,171804.0,0,18224.0,18224.0,0,1769.0,344434.0,4371,0,0
5980,SC,1491.0,26,1668.0,0,566614.0,8132,81199.0,80856.0,1191,29378.0,647813.0,9323,0,9314
5982,TN,967.0,3,1313.0,48,1288916.0,47338,93936.0,92943.0,3140,54730.0,1382852.0,50478,0,50431
5983,TX,5038.0,153,10893.0,0,2988319.0,58123,381656.0,381656.0,5810,229107.0,3369975.0,63933,0,63933
5984,UT,274.0,0,251.0,21,468446.0,3511,37973.0,37973.0,350,24798.0,607376.0,4671,3813,4671
5985,VA,2078.0,3,1174.0,55,943673.0,16839,84567.0,81393.0,958,10882.0,1025066.0,17752,0,0
5987,VT,56.0,0,10.0,0,88409.0,989,1400.0,1400.0,4,1186.0,112641.0,1390,993,1390
5989,WI,899.0,1,165.0,26,817549.0,9021,52680.0,48827.0,965,37971.0,1154619.0,16452,9978,0
5990,WV,103.0,0,82.0,0,255766.0,4673,5960.0,5825.0,139,4168.0,261726.0,4812,0,4811
5991,WY,25.0,0,14.0,0,45823.0,0,2475.0,2029.0,29,1883.0,48298.0,29,0,0
5992,AK,20.0,1,38.0,0,202198.0,4374,2868.0,2868.0,120,815.0,205066.0,4494,0,4494
