,state,death,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,negative,negativeIncrease,positive,positiveCasesViral,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease,totalTestsPeopleViralIncrease,totalTestsViralIncrease
5326,CO,1717.0,7,320.0,20,516331.0,9303,48988.0,45755.0,594,5471.0,754644.0,27618,9881,0
5327,CT,4437.0,0,66.0,113,806853.0,8969,50245.0,48273.0,20,8721.0,857098.0,8989,0,8984
5329,DE,587.0,0,45.0,0,177338.0,1934,15365.0,14368.0,69,8365.0,267521.0,1502,2003,0
5332,GU,5.0,0,3.0,0,23480.0,434,397.0,389.0,8,321.0,23877.0,442,442,442
5334,IA,908.0,9,237.0,0,455759.0,5990,47361.0,47361.0,702,35548.0,503120.0,6692,6823,0
5335,ID,217.0,7,242.0,25,171886.0,2233,22707.0,21268.0,473,8207.0,193154.0,2634,2634,0
5339,KY,760.0,8,701.0,21,599190.0,11109,33254.0,31146.0,513,8523.0,630336.0,11543,0,11543
5340,LA,4146.0,50,1457.0,0,1357726.0,13802,127246.0,127246.0,1303,89083.0,1484972.0,15105,15105,0
5341,MA,8691.0,32,403.0,14,1151344.0,11393,119874.0,111533.0,231,99021.0,1721559.0,23143,11555,23143
5342,MD,3551.0,15,535.0,56,899136.0,9167,93005.0,93005.0,579,5790.0,1343334.0,16699,9746,16699
5343,ME,124.0,0,11.0,0,176919.0,2666,3997.0,3582.0,5,3475.0,180916.0,2671,0,2680
5344,MI,6506.0,28,694.0,0,1911922.0,25343,94656.0,85429.0,763,60022.0,2006578.0,26106,0,26160
5345,MN,1677.0,7,319.0,48,840840.0,10996,58640.0,58640.0,861,51604.0,1105094.0,14791,11857,0
5348,MS,1825.0,21,1184.0,39,418141.0,3763,64400.0,63302.0,956,42391.0,482541.0,4719,0,4681
5349,MT,65.0,0,87.0,11,181213.0,2518,4602.0,4602.0,173,2964.0,185815.0,2691,0,2691
5350,NC,2092.0,42,1147.0,0,1773483.0,29103,131267.0,131267.0,1979,105093.0,1904750.0,31082,0,31082
5351,ND,98.0,2,46.0,6,156542.0,1585,7169.0,7169.0,122,5949.0,331004.0,5178,1454,5342
5352,NE,335.0,3,148.0,37,262692.0,2765,27489.0,27489.0,311,19885.0,373143.0,5392,3083,5392
5353,NH,418.0,0,20.0,0,160688.0,1405,6719.0,6719.0,26,5923.0,251509.0,2503,1431,2503
5354,NJ,15772.0,7,754.0,0,2046544.0,42853,183701.0,183701.0,374,32811.0,2230245.0,43227,0,43227
5355,NM,667.0,9,138.0,28,575842.0,6357,21566.0,21566.0,226,8828.0,597408.0,6583,0,6583
5356,NV,900.0,10,1117.0,0,446638.0,8349,53557.0,53557.0,729,1251.0,680168.0,8646,10359,16369
5357,NY,25185.0,6,570.0,0,5879877.0,71667,418928.0,418928.0,703,73472.0,6298805.0,72370,0,0
5358,OH,3618.0,22,979.0,135,1500568.0,22260,97471.0,92273.0,1166,74612.0,1598039.0,23426,0,23362
5359,OK,593.0,10,643.0,52,633252.0,9086,41401.0,41401.0,837,34320.0,674653.0,9923,0,10136
5360,OR,339.0,1,230.0,17,412037.0,5214,20225.0,19162.0,246,4065.0,432262.0,5460,5440,0
5361,PA,7282.0,38,663.0,0,1183730.0,14719,116521.0,113241.0,807,88555.0,1300251.0,15526,15498,0
5363,RI,1014.0,2,83.0,16,196112.0,2058,19611.0,19611.0,130,1866.0,389969.0,5482,2188,5576
5364,SC,1943.0,49,1492.0,0,659348.0,6198,96797.0,96132.0,1325,32859.0,756145.0,7523,0,7493
5366,TN,1186.0,42,1497.0,108,1518841.0,20894,116350.0,114801.0,2252,77558.0,1635191.0,23146,0,23038
5367,TX,7803.0,306,8302.0,0,3476995.0,28647,467485.0,467485.0,7598,323804.0,3944480.0,36245,0,36245
5368,UT,330.0,3,220.0,35,514499.0,4368,42915.0,42915.0,587,31619.0,677483.0,7130,4817,7130
5369,VA,2299.0,25,1349.0,158,1099060.0,14353,95867.0,92244.0,818,12635.0,1191304.0,15124,0,0
5371,VT,58.0,1,6.0,0,98607.0,1053,1445.0,1445.0,9,1258.0,127874.0,1596,1062,1596
5373,WI,985.0,8,330.0,55,961851.0,16867,61985.0,57779.0,875,47221.0,1348281.0,21856,17706,0
5374,WV,124.0,0,123.0,0,300132.0,4697,7277.0,7123.0,118,5330.0,307409.0,4815,0,4812
5375,WY,27.0,0,16.0,2,53150.0,359,2958.0,2449.0,35,2366.0,56108.0,394,384,577
5376,AK,25.0,0,38.0,0,253096.0,4572,4183.0,4183.0,58,1017.0,257279.0,4630,0,4630
5377,AL,1695.0,29,1572.0,0,632806.0,4207,94654.0,91776.0,952,37923.0,724582.0,5093,0,5093
5378,AR,508.0,18,516.0,64,488518.0,0,46293.0,46293.0,912,38848.0,533899.0,0,0,0
5380,AZ,3932.0,87,1945.0,265,803339.0,12600,182203.0,180993.0,1698,24222.0,984332.0,13088,13088,0
5382,CO,1710.0,0,335.0,29,507028.0,2993,48394.0,45177.0,426,5449.0,727026.0,5105,3397,0
5383,CT,4437.0,0,59.0,0,797884.0,11723,50225.0,48258.0,115,8613.0,848109.0,11838,0,11839
5385,DE,587.0,0,47.0,0,175404.0,1233,15296.0,14299.0,159,8339.0,266019.0,3448,1392,0
5388,GU,5.0,0,3.0,0,23046.0,498,389.0,381.0,14,319.0,23435.0,512,512,513
5390,IA,899.0,11,248.0,0,449769.0,5440,46659.0,46659.0,617,34733.0,496428.0,6057,6432,0
5391,ID,210.0,10,195.0,20,169653.0,3550,22234.0,20867.0,559,7875.0,190520.0,4045,4045,0
5395,KY,752.0,1,620.0,52,588081.0,12423,32741.0,30712.0,544,8467.0,618793.0,12897,0,12897
5396,LA,4096.0,45,1471.0,0,1343924.0,18528,125943.0,125943.0,1482,89083.0,1469867.0,20010,20010,0
5397,MA,8659.0,2,396.0,20,1139951.0,16878,119643.0,111371.0,440,99021.0,1698416.0,25338,17216,25338
5398,MD,3536.0,6,555.0,34,889969.0,9477,92426.0,92426.0,572,5749.0,1326635.0,21762,10049,21762
5399,ME,124.0,1,10.0,2,174253.0,2467,3992.0,3568.0,17,3456.0,178245.0,2484,0,2487
5400,MI,6478.0,7,694.0,0,1886579.0,25339,93893.0,84707.0,718,60022.0,1980472.0,26057,0,26237
5401,MN,1670.0,10,305.0,27,829844.0,8895,57779.0,57779.0,617,51223.0,1090303.0,11608,9512,0
5404,MS,1804.0,51,1179.0,48,414378.0,12786,63444.0,62384.0,1245,42391.0,477822.0,14031,0,16168
5405,MT,65.0,1,79.0,10,178695.0,1773,4429.0,4429.0,115,2820.0,183124.0,1888,0,1888
5406,NC,2050.0,40,1167.0,0,1744380.0,18515,129288.0,129288.0,1127,105093.0,1873668.0,19642,0,19642
5407,ND,96.0,0,42.0,5,154957.0,1420,7047.0,7047.0,122,5837.0,325826.0,5431,1557,5723
5408,NE,332.0,0,151.0,0,259927.0,3024,27178.0,27178.0,222,19764.0,367751.0,3159,3249,3159
5409,NH,418.0,1,23.0,1,159283.0,1107,6693.0,6693.0,33,5915.0,249006.0,2415,1140,2415
5410,NJ,15765.0,7,784.0,0,2003691.0,21725,183327.0,183327.0,357,32749.0,2187018.0,22082,0,22438
5411,NM,658.0,3,133.0,23,569485.0,12805,21340.0,21340.0,210,8685.0,590825.0,13015,0,13015
5412,NV,890.0,28,1148.0,0,438289.0,1381,52828.0,52828.0,649,1234.0,671522.0,8525,1645,2944
5413,NY,25179.0,4,564.0,0,5808210.0,72032,418225.0,418225.0,636,73410.0,6226435.0,72668,0,0
5414,OH,3596.0,26,1004.0,112,1478308.0,17602,96305.0,91171.0,1199,72950.0,1574613.0,18801,0,18732
5415,OK,583.0,17,645.0,70,624166.0,6353,40564.0,40564.0,1101,33383.0,664730.0,7454,0,7133
5416,OR,338.0,5,228.0,38,406823.0,6608,19979.0,18936.0,280,4037.0,426802.0,6888,6890,0
5417,PA,7244.0,12,639.0,0,1169011.0,12491,115714.0,112462.0,705,87942.0,1284725.0,13196,13173,0
5419,RI,1012.0,1,79.0,6,194054.0,1491,19481.0,19481.0,91,1855.0,384487.0,3514,1582,3424
5420,SC,1894.0,47,1469.0,0,653150.0,6883,95472.0,94837.0,1282,32859.0,748622.0,8165,0,8116
5422,TN,1144.0,27,1448.0,101,1497947.0,17738,114098.0,112657.0,1657,75550.0,1612045.0,19395,0,19294
5423,TX,7497.0,236,8455.0,0,3448348.0,14681,459887.0,459887.0,8706,315652.0,3908235.0,23387,0,23387
5424,UT,327.0,6,220.0,37,510131.0,4472,42328.0,42328.0,421,30911.0,670353.0,6727,4935,6727
5425,VA,2274.0,30,1304.0,186,1084707.0,10920,95049.0,91473.0,798,12522.0,1176180.0,11665,0,0
5427,VT,57.0,0,9.0,0,97554.0,184,1436.0,1436.0,5,1254.0,126278.0,1473,189,1473
5429,WI,977.0,9,330.0,43,944984.0,16139,61110.0,56940.0,939,46323.0,1326425.0,19353,17023,0
5430,WV,124.0,0,115.0,0,295435.0,4047,7159.0,7008.0,108,5218.0,302594.0,4155,0,4153
5431,WY,27.0,0,16.0,0,52791.0,432,2923.0,2424.0,39,2323.0,55714.0,471,464,771
5432,AK,25.0,0,33.0,0,248524.0,6781,4125.0,4125.0,61,987.0,252649.0,6842,0,6842
5433,AL,1666.0,33,1572.0,235,628599.0,7209,93702.0,90890.0,1041,35401.0,719489.0,8172,0,8172
5434,AR,490.0,15,526.0,88,488518.0,5715,45381.0,45381.0,784,38000.0,533899.0,6499,0,6499
5436,AZ,3845.0,66,2024.0,1894,790739.0,5818,180505.0,137710.0,1008,23944.0,971244.0,6826,6826,0
5438,CO,1710.0,19,340.0,13,504035.0,4539,47968.0,44773.0,252,5424.0,721921.0,7361,4785,0
5439,CT,4437.0,0,60.0,0,786161.0,7041,50110.0,48142.0,48,8613.0,836271.0,7089,0,7090
5441,DE,587.0,2,42.0,0,174171.0,1567,15137.0,14140.0,82,8303.0,262571.0,2615,1649,0
5444,GU,5.0,0,3.0,0,22548.0,343,375.0,367.0,7,318.0,22923.0,350,350,351
5446,IA,888.0,6,243.0,0,444329.0,3695,46042.0,46042.0,201,34023.0,490371.0,3896,4037,0
5447,ID,200.0,3,106.0,12,166103.0,2110,21675.0,20372.0,331,7617.0,186475.0,2415,2415,0
5451,KY,751.0,7,638.0,36,575658.0,6873,32197.0,30238.0,689,8406.0,605896.0,7488,0,7488
5452,LA,4051.0,27,1487.0,0,1325396.0,52332,124461.0,124461.0,3615,74246.0,1449857.0,55947,55947,0
5453,MA,8657.0,9,354.0,31,1123073.0,14878,119203.0,111033.0,546,97595.0,1673078.0,24389,15316,24389
5454,MD,3530.0,7,547.0,56,880492.0,10999,91854.0,91854.0,710,5740.0,1304873.0,16377,11709,16377
5456,MI,6471.0,8,694.0,0,1861240.0,26791,93175.0,84050.0,801,60022.0,1954415.0,27592,0,27702
5457,MN,1660.0,4,328.0,48,820949.0,5505,57162.0,57162.0,602,50426.0,1078695.0,7770,6107,0
5460,MS,1753.0,42,1164.0,44,401592.0,0,62199.0,61186.0,1074,42391.0,463791.0,1074,0,0
5461,MT,64.0,0,70.0,2,176922.0,1647,4314.0,4314.0,81,2766.0,181236.0,1728,0,1728
5462,NC,2010.0,28,1166.0,0,1725865.0,14987,128161.0,128161.0,1629,105093.0,1854026.0,16616,0,16616
5463,ND,96.0,1,51.0,10,153537.0,1571,6925.0,6925.0,149,5715.0,320395.0,4685,1778,4904
5464,NE,332.0,0,152.0,14,256903.0,2499,26956.0,26956.0,254,19677.0,364592.0,3124,2758,3124
5465,NH,417.0,0,23.0,1,158176.0,2188,6660.0,6660.0,26,5848.0,246591.0,2806,2214,2806
5466,NJ,15758.0,11,470.0,0,1981966.0,0,182970.0,182970.0,356,32697.0,2164936.0,356,0,0
5467,NM,655.0,1,131.0,10,556680.0,3443,21130.0,21130.0,114,8463.0,577810.0,3557,0,3557
5468,NV,862.0,15,1146.0,0,436908.0,3241,52179.0,52179.0,980,1209.0,662997.0,8103,4082,6012
5469,NY,25175.0,3,568.0,0,5736178.0,70247,417589.0,417589.0,746,73326.0,6153767.0,70993,0,0
5470,OH,3570.0,31,1038.0,127,1460706.0,19126,95106.0,90041.0,1143,71338.0,1555812.0,20269,0,20170
5471,OK,566.0,15,504.0,100,617813.0,18352,39463.0,39463.0,861,32319.0,657276.0,19213,0,20537
5472,OR,333.0,5,219.0,33,400215.0,2450,19699.0,18654.0,333,3960.0,419914.0,2783,2749,0
5473,PA,7232.0,23,656.0,0,1156520.0,14106,115009.0,111780.0,854,86256.0,1271529.0,14960,14916,0
5475,RI,1011.0,1,80.0,11,192563.0,1743,19390.0,19390.0,144,1848.0,380973.0,4964,1887,4807
5476,SC,1847.0,54,1458.0,272,646267.0,7543,94190.0,93604.0,1239,32859.0,740457.0,8782,0,8196
5478,TN,1117.0,25,1433.0,92,1480209.0,16312,112441.0,111101.0,1805,73259.0,1592650.0,18117,0,18088
5479,TX,7261.0,245,8674.0,0,3433667.0,41095,451181.0,451181.0,9167,306262.0,3884848.0,50262,0,50262
5480,UT,321.0,7,220.0,32,505659.0,4119,41907.0,41907.0,378,30449.0,663626.0,6077,4526,6077
5481,VA,2244.0,26,1255.0,180,1073787.0,11785,94251.0,90728.0,1145,12385.0,1164515.0,12911,0,0
5483,VT,57.0,0,14.0,0,97370.0,1559,1431.0,1431.0,4,1249.0,124805.0,2213,1563,2213
5485,WI,968.0,12,327.0,51,928845.0,17410,60171.0,56056.0,770,45368.0,1307072.0,13059,18138,0
5486,WV,124.0,7,111.0,0,291388.0,3315,7051.0,6902.0,78,5063.0,298439.0,3393,0,3388
5487,WY,27.0,0,17.0,2,52359.0,327,2884.0,2392.0,36,2284.0,55243.0,363,355,623
5488,AK,25.0,1,38.0,0,241743.0,2637,4064.0,4064.0,80,946.0,245807.0,2717,0,2717
5489,AL,1633.0,6,1540.0,344,621390.0,6764,92661.0,89927.0,1217,35401.0,711317.0,7880,0,7880
5490,AR,475.0,17,513.0,72,482803.0,11395,44597.0,44597.0,1424,37240.0,527400.0,12819,0,12819
5492,AZ,3779.0,14,2017.0,29,784921.0,6960,179497.0,137710.0,1030,23702.0,964418.0,7990,7990,0
5494,CO,1691.0,0,308.0,9,499496.0,6191,47716.0,44527.0,449,5393.0,714560.0,10606,6641,0
5495,CT,4437.0,5,56.0,0,779120.0,34934,50062.0,48093.0,252,8613.0,829182.0,35186,0,35173
5497,DE,585.0,0,40.0,0,172604.0,2642,15055.0,14058.0,106,8267.0,259956.0,3691,2748,0
5500,GU,5.0,0,5.0,0,22205.0,520,368.0,360.0,1,305.0,22573.0,521,521,690
5502,IA,882.0,6,241.0,0,440634.0,2008,45841.0,45841.0,349,33219.0,486475.0,2357,2361,0
5503,ID,197.0,0,239.0,18,163993.0,808,21344.0,20067.0,230,7370.0,184060.0,1026,1026,0
5507,KY,744.0,2,612.0,33,568785.0,2834,31508.0,29623.0,323,8335.0,598408.0,3535,0,3535
5508,LA,4024.0,17,1496.0,0,1273064.0,13371,120846.0,120846.0,1099,74246.0,1393910.0,14470,14470,0
5509,MA,8648.0,10,375.0,6,1108195.0,12113,118657.0,110595.0,199,97595.0,1648689.0,26960,12278,26960
5510,MD,3523.0,8,548.0,86,869493.0,14981,91144.0,91144.0,870,5740.0,1288496.0,24484,15851,24484
5511,ME,124.0,1,12.0,1,170175.0,2059,3970.0,3541.0,12,3396.0,174145.0,2071,0,2065
5512,MI,6463.0,6,694.0,0,1834449.0,24369,92374.0,83386.0,613,60022.0,1926823.0,24982,0,25207
5513,MN,1656.0,2,302.0,57,815444.0,13050,56560.0,56560.0,613,49565.0,1070925.0,15963,13663,0
5516,MS,1711.0,8,1172.0,66,401592.0,0,61125.0,60147.0,572,42391.0,462717.0,572,0,0
5517,MT,64.0,3,69.0,3,175275.0,5173,4233.0,4233.0,40,2653.0,179508.0,5213,0,5213
5518,NC,1982.0,13,1057.0,0,1710878.0,22587,126532.0,126532.0,1313,105093.0,1837410.0,23900,0,23900
5519,ND,95.0,0,46.0,8,151966.0,2383,6776.0,6776.0,127,5590.0,315710.0,4558,1725,4727
5520,NE,332.0,0,144.0,1,254404.0,3552,26702.0,26702.0,311,19575.0,361468.0,4903,3861,4903
5521,NH,417.0,1,24.0,1,155988.0,1639,6634.0,6634.0,21,5820.0,243785.0,3110,1660,3110
5522,NJ,15747.0,10,738.0,0,1981966.0,18438,182614.0,182614.0,264,32660.0,2164580.0,18702,0,18702
5523,NM,654.0,3,127.0,17,553237.0,8147,21016.0,21016.0,220,8343.0,574253.0,8367,0,8367
5524,NV,847.0,15,1152.0,0,433667.0,1753,51199.0,51199.0,994,1158.0,654894.0,2045,2201,4639
5525,NY,25172.0,2,536.0,0,5665931.0,51294,416843.0,416843.0,545,73279.0,6082774.0,51839,0,0
5526,OH,3539.0,10,1001.0,92,1441580.0,17065,93963.0,88997.0,932,69501.0,1535543.0,17997,0,17928
5527,OK,551.0,1,628.0,34,599461.0,0,38602.0,38602.0,377,31165.0,638063.0,377,0,0
5528,OR,328.0,2,215.0,48,397765.0,3205,19366.0,18355.0,269,3960.0,417131.0,3474,12879,0
5529,PA,7209.0,0,585.0,0,1142414.0,11435,114155.0,110970.0,565,86757.0,1256569.0,12000,11989,0
5531,RI,1010.0,3,80.0,20,190820.0,3826,19246.0,19246.0,224,1838.0,376009.0,2733,4050,11605
5532,SC,1793.0,16,1401.0,0,638724.0,8255,92951.0,92404.0,1163,32859.0,731675.0,9418,0,9949
5534,TN,1092.0,19,1323.0,52,1463897.0,11226,110636.0,109325.0,1009,70878.0,1574533.0,12235,0,12201
5535,TX,7016.0,179,8819.0,0,3392572.0,75278,442014.0,442014.0,11529,297422.0,3834586.0,86807,0,86807
5536,UT,314.0,3,252.0,20,501540.0,3013,41529.0,41529.0,354,29967.0,657549.0,4261,3241,4261
5537,VA,2218.0,0,1205.0,180,1062002.0,13758,93106.0,89602.0,1324,12255.0,1151604.0,15036,0,0
5539,VT,57.0,0,14.0,0,95811.0,556,1427.0,1427.0,1,1240.0,122592.0,610,557,610
5541,WI,956.0,1,345.0,15,911435.0,6769,59401.0,55328.0,411,44495.0,1294013.0,12991,7173,0
5542,WV,117.0,0,116.0,0,288073.0,3715,6973.0,6829.0,119,4918.0,295046.0,3834,0,3831
5543,WY,27.0,1,19.0,0,52032.0,1459,2848.0,2364.0,40,2214.0,54880.0,1499,1569,2244
5544,AK,24.0,0,39.0,0,239106.0,4300,3984.0,3984.0,157,932.0,243090.0,4457,0,4457
5545,AL,1627.0,24,1538.0,0,614626.0,6604,91444.0,88811.0,2095,35401.0,703437.0,8635,0,8635
5548,AZ,3765.0,18,2147.0,25,777961.0,6313,178467.0,137710.0,1465,23413.0,956428.0,7778,7778,0
5550,CO,1691.0,0,335.0,24,493305.0,6711,47267.0,44077.0,458,5359.0,703954.0,12589,7162,0
5551,CT,4432.0,0,69.0,0,744186.0,0,49810.0,47854.0,0,8613.0,793996.0,0,0,0
5553,DE,585.0,0,43.0,0,169962.0,1943,14949.0,13952.0,72,8235.0,256265.0,3163,2015,0
5556,GU,5.0,0,2.0,0,21685.0,0,367.0,359.0,0,304.0,22052.0,0,0,0
5558,IA,876.0,4,231.0,0,438626.0,4632,45492.0,45492.0,516,32952.0,484118.0,5148,5228,0
5559,ID,197.0,8,239.0,6,163185.0,2033,21114.0,19849.0,393,7146.0,183034.0,2419,2419,0
5563,KY,742.0,2,602.0,0,565951.0,0,31185.0,29346.0,462,8135.0,594873.0,0,0,0
5564,LA,4007.0,58,1534.0,0,1259693.0,33730,119747.0,119747.0,3467,74246.0,1379440.0,37197,37197,0
5565,MA,8638.0,12,406.0,6,1096082.0,12959,118458.0,110430.0,418,97595.0,1621729.0,8178,13312,8178
5566,MD,3515.0,9,553.0,74,854512.0,14523,90274.0,90274.0,909,5713.0,1264012.0,23785,15432,23785
5567,ME,123.0,0,12.0,0,168116.0,2307,3958.0,3535.0,21,3387.0,172074.0,2328,0,2326
5568,MI,6457.0,0,727.0,0,1810080.0,24582,91761.0,82782.0,429,60022.0,1901841.0,25011,0,25433
5569,MN,1654.0,8,302.0,33,802394.0,11314,55947.0,55947.0,759,48847.0,1054962.0,14645,12073,0
5572,MS,1703.0,10,1172.0,0,401592.0,0,60553.0,59637.0,672,35071.0,462145.0,672,0,0
5573,MT,61.0,0,72.0,3,170102.0,2630,4193.0,4193.0,112,2466.0,174295.0,2742,0,2742
5574,NC,1969.0,5,1142.0,0,1688291.0,25757,125219.0,125219.0,1341,92302.0,1813510.0,27098,0,27098
5575,ND,95.0,0,45.0,0,149583.0,0,6649.0,6649.0,56,5396.0,311152.0,3828,795,3962
5576,NE,332.0,0,142.0,7,250852.0,1804,26391.0,26391.0,180,19325.0,356565.0,4744,1982,4744
5577,NH,416.0,0,22.0,0,154349.0,0,6613.0,6613.0,0,5794.0,240675.0,3640,0,3640
5578,NJ,15737.0,6,695.0,0,1963528.0,48859,182350.0,182350.0,321,32475.0,2145878.0,49180,0,49549
5579,NM,651.0,9,134.0,17,545090.0,7678,20796.0,20796.0,196,8286.0,565886.0,7874,0,7874
5580,NV,832.0,0,1165.0,0,431914.0,6768,50205.0,50205.0,1131,1127.0,652849.0,3065,8269,12183
5581,NY,25170.0,6,556.0,0,5614637.0,58430,416298.0,416298.0,531,73222.0,6030935.0,58961,0,0
5582,OH,3529.0,14,1049.0,43,1424515.0,23699,93031.0,88134.0,944,68394.0,1517546.0,24643,0,24615
5583,OK,550.0,1,628.0,13,599461.0,0,38225.0,38225.0,494,30820.0,637686.0,494,0,0
5584,OR,326.0,1,208.0,0,394560.0,3761,19097.0,17540.0,280,3872.0,413657.0,4041,0,0
5585,PA,7209.0,5,564.0,0,1130979.0,11593,113590.0,110416.0,654,86328.0,1244569.0,12247,12230,0
5587,RI,1007.0,0,76.0,0,186994.0,0,19022.0,19022.0,0,1823.0,373276.0,3974,0,0
5588,SC,1777.0,26,1427.0,0,630469.0,9199,91788.0,91257.0,1189,32859.0,722257.0,10388,0,10380
5590,TN,1073.0,6,1271.0,32,1452671.0,18002,109627.0,108350.0,1443,68471.0,1562298.0,19445,0,19406
5591,TX,6837.0,0,8969.0,0,3317294.0,0,430485.0,430485.0,0,282604.0,3747779.0,0,0,0
5592,UT,311.0,1,289.0,18,498527.0,3714,41175.0,41175.0,473,29389.0,653288.0,5726,4064,5726
5593,VA,2218.0,3,1172.0,17,1048244.0,11684,91782.0,88324.0,981,12108.0,1136568.0,12641,0,0
5595,VT,57.0,0,15.0,0,95255.0,1284,1426.0,1426.0,5,1238.0,121982.0,1839,1289,1839
5597,WI,955.0,1,354.0,36,904666.0,8721,58990.0,54924.0,932,43964.0,1281022.0,15299,9643,0
5598,WV,117.0,1,112.0,0,284358.0,3869,6854.0,6713.0,119,4897.0,291212.0,3988,0,3987
5599,WY,26.0,0,18.0,0,50573.0,0,2808.0,2333.0,39,2173.0,53381.0,39,0,0
5600,AK,24.0,1,37.0,0,234806.0,5377,3827.0,3827.0,150,930.0,238633.0,5527,0,5527
5601,AL,1603.0,23,1416.0,0,608022.0,6278,89349.0,86780.0,1626,35401.0,694802.0,7780,0,7780
5602,AR,460.0,7,507.0,0,471408.0,10450,43173.0,43173.0,662,36034.0,514581.0,11864,0,11864
5604,AZ,3747.0,53,2226.0,86,771648.0,11915,177002.0,137710.0,2992,23064.0,948650.0,14907,14907,0
5606,CO,1691.0,0,350.0,28,486594.0,6452,46809.0,43626.0,605,5334.0,691365.0,12542,7046,0
5607,CT,4432.0,0,69.0,0,744186.0,0,49810.0,47854.0,0,8613.0,793996.0,0,0,0
5609,DE,585.0,0,45.0,0,168019.0,1760,14877.0,13880.0,89,8212.0,253102.0,5209,1849,0
5612,GU,5.0,0,2.0,0,21685.0,159,367.0,359.0,11,304.0,22052.0,170,170,0
5614,IA,872.0,5,242.0,0,433994.0,4164,44976.0,44976.0,394,32819.0,478970.0,4558,4569,0
5615,ID,189.0,12,239.0,15,161152.0,2288,20721.0,19463.0,475,6998.0,180615.0,2731,2731,0
5619,KY,740.0,5,602.0,468,565951.0,8279,30723.0,28922.0,572,8135.0,594873.0,8797,0,8797
5620,LA,3949.0,0,1546.0,0,1225963.0,0,116280.0,116280.0,0,74246.0,1342243.0,0,0,0
5621,MA,8626.0,17,369.0,22,1083123.0,12305,118040.0,110077.0,428,97595.0,1613551.0,11055,12595,11055
5622,MD,3506.0,13,592.0,79,839989.0,17144,89365.0,89365.0,1019,5713.0,1240227.0,31004,18163,31004
5623,ME,123.0,0,10.0,0,165809.0,2554,3937.0,3516.0,25,3377.0,169746.0,2579,0,2571
5624,MI,6457.0,7,727.0,0,1785498.0,31625,91332.0,82356.0,758,60022.0,1876830.0,32383,0,32759
5625,MN,1646.0,6,317.0,53,791080.0,11189,55188.0,55188.0,725,48119.0,1040317.0,15401,11914,0
5628,MS,1693.0,30,1172.0,38,401592.0,5834,59881.0,59002.0,1134,35071.0,461473.0,6968,0,6924
5629,MT,61.0,1,71.0,0,167472.0,1467,4081.0,4081.0,116,2456.0,171553.0,1583,0,1583
5630,NC,1964.0,40,1151.0,0,1662534.0,27580,123878.0,123878.0,1730,92302.0,1786412.0,29310,0,29310
5631,ND,95.0,0,45.0,7,149583.0,2088,6593.0,6593.0,132,5396.0,307324.0,5815,2465,6045
5632,NE,332.0,4,152.0,12,249048.0,3858,26211.0,26211.0,445,19172.0,351821.0,4403,4299,4403
5633,NH,416.0,1,22.0,3,154349.0,2584,6613.0,6613.0,69,5794.0,237035.0,3007,2653,3007
5634,NJ,15731.0,12,695.0,0,1914669.0,0,182029.0,182029.0,369,32475.0,2096698.0,369,0,0
5635,NM,642.0,7,152.0,19,537412.0,6163,20600.0,20600.0,212,8139.0,558012.0,6375,0,6375
5636,NV,832.0,2,1165.0,0,425146.0,3331,49074.0,49074.0,986,1127.0,649784.0,7595,4083,8112
5637,NY,25164.0,14,581.0,0,5556207.0,81984,415767.0,415767.0,753,73134.0,5971974.0,82737,0,0
5638,OH,3515.0,26,1049.0,67,1400816.0,23641,92087.0,87218.0,928,67319.0,1492903.0,24569,0,24526
5639,OK,549.0,8,628.0,67,599461.0,10370,37731.0,37731.0,1244,30282.0,637192.0,11614,0,11507
5640,OR,325.0,3,208.0,0,390799.0,5098,18817.0,17540.0,325,3872.0,409616.0,5423,0,0
5641,PA,7204.0,15,579.0,0,1119386.0,14562,112936.0,109779.0,888,85831.0,1232322.0,15450,15434,0
5643,RI,1007.0,0,76.0,0,186994.0,0,19022.0,19022.0,0,1823.0,369302.0,5176,0,0
5644,SC,1751.0,39,1453.0,410,621270.0,17451,90599.0,90076.0,1583,32859.0,711869.0,19034,0,20410
5646,TN,1067.0,7,1446.0,63,1434669.0,27223,108184.0,106946.0,2225,67651.0,1542853.0,29448,0,29391
5647,TX,6837.0,268,8969.0,0,3317294.0,68488,430485.0,430485.0,9539,282604.0,3747779.0,78027,0,78027
5648,UT,310.0,6,268.0,35,494813.0,4741,40702.0,40702.0,506,28747.0,647562.0,7214,5231,7214
5651,VT,57.0,0,16.0,0,93971.0,1017,1421.0,1421.0,7,1231.0,120143.0,1469,1024,1469
5653,WI,954.0,13,337.0,44,895945.0,13796,58058.0,54002.0,1124,43284.0,1265723.0,18715,14858,0
5654,WV,116.0,0,108.0,0,280489.0,3143,6735.0,6595.0,93,4858.0,287224.0,3236,0,3236
5655,WY,26.0,0,18.0,1,50573.0,0,2769.0,2297.0,43,2153.0,53342.0,43,0,0
5656,AK,23.0,0,40.0,0,229429.0,7931,3677.0,3677.0,118,898.0,233106.0,8049,0,8049
5657,AL,1580.0,15,1596.0,451,601744.0,7398,87723.0,85278.0,1961,35401.0,687022.0,9181,0,9181
5658,AR,453.0,11,507.0,105,460958.0,0,42511.0,42511.0,752,35413.0,502717.0,0,0,0
